ProtocolID,Section,Question,ScoringOptions,Notes
EMD-907,D. Pre-Arrival / Post Dispatch Instructions,Turn the baby's head to the side and clean out the baby's mouth and nose.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-908,D. Pre-Arrival / Post Dispatch Instructions,(It's okay to have a little fluid remaining.),"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-909,D. Pre-Arrival / Post Dispatch Instructions,(You must blow through the remaining fluid.),"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-910,D. Pre-Arrival / Post Dispatch Instructions,"Stay right with the baby, make sure the baby's head is slightly tilted back, and check for breathing often.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-911,D. Pre-Arrival / Post Dispatch Instructions,"Be sure to keep the baby warm. (Dry the baby off with a clean towel, then wrap the baby in another clean, dry towel.)","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-912,D. Pre-Arrival / Post Dispatch Instructions,I’ll stay on the line until help arrives.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-913,D. Pre-Arrival / Post Dispatch Instructions,"Tell me when the paramedics (EMTs) are right with the baby, or if anything changes.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-914,D. Pre-Arrival / Post Dispatch Instructions,"(Read verbatim) Okay, I want you to say ""now"" every single time the baby takes a breath in, starting immediately.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-915,D. Pre-Arrival / Post Dispatch Instructions,>8 sec. interval = AGONAL,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-916,D. Pre-Arrival / Post Dispatch Instructions,A time between breaths of 8 seconds or more is considered ineffective breathing. Check a maximum of four breaths (three intervals tested),"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-917,D. Pre-Arrival / Post Dispatch Instructions,Refused M-T-M - 14,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-918,D. Pre-Arrival / Post Dispatch Instructions,"Place your hand on the baby's forehead, your other hand under the baby's neck and shoulders, then slightly tilt the head back.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-919,D. Pre-Arrival / Post Dispatch Instructions,"Completely cover the baby's mouth and nose with your mouth, then blow 5 puffs of air into the lungs, about a half-second each, just enough to make the chest rise with each breath.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-920,D. Pre-Arrival / Post Dispatch Instructions,"Okay, Now give the baby 1 puff every second","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-921,D. Pre-Arrival / Post Dispatch Instructions,"If anything changes, tell me immediately.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-922,D. Pre-Arrival / Post Dispatch Instructions,I'll stay on the line until help arrives,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-923,D. Pre-Arrival / Post Dispatch Instructions,Tell me when the paramedics (EMTs) are right with the baby.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-924,D. Pre-Arrival / Post Dispatch Instructions,Breathing Status,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-925,D. Pre-Arrival / Post Dispatch Instructions,AGONAL/INEFFECTIVE/UNCERTAIN Before CPR (UC) -5,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-926,D. Pre-Arrival / Post Dispatch Instructions,AGONAL/INEFFECTIVE/UNCERTAIN Continuing CPR - 10,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-927,D. Pre-Arrival / Post Dispatch Instructions,"It's okay, we can do this together.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-928,D. Pre-Arrival / Post Dispatch Instructions,You're doing great.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-929,D. Pre-Arrival / Post Dispatch Instructions,I'm here with you.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-930,D. Pre-Arrival / Post Dispatch Instructions,That's very Good.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-931,D. Pre-Arrival / Post Dispatch Instructions,Are you right by the baby now?,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-932,D. Pre-Arrival / Post Dispatch Instructions,(No) Get the phone as close to the baby as possible.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-933,D. Pre-Arrival / Post Dispatch Instructions,Don't hang up. Do it now and tell me when it's done.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-934,D. Pre-Arrival / Post Dispatch Instructions,"(If I'm not here, stay on the line.)","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-935,D. Pre-Arrival / Post Dispatch Instructions,Listen carefully.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-936,D. Pre-Arrival / Post Dispatch Instructions,Lay the baby flat on her/his back on the floor/ground and remove any pillows.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-937,D. Pre-Arrival / Post Dispatch Instructions,Kneel next to the baby and look in the mouth for food or vomit.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-938,D. Pre-Arrival / Post Dispatch Instructions,Is there anything in the mouth?,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-939,D. Pre-Arrival / Post Dispatch Instructions,"Now place your hand on the baby's forehead, your other hand under the baby's neck and shoulders, then slightly tilt the head back.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-940,D. Pre-Arrival / Post Dispatch Instructions,Put your ear next to her/his mouth.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-941,D. Pre-Arrival / Post Dispatch Instructions,Can you feel or hear any breathing?,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-942,D. Pre-Arrival / Post Dispatch Instructions,I'm going to tell you how to give mouth-to-mouth,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-943,D. Pre-Arrival / Post Dispatch Instructions,Refused M-T-M - 5  Refused M-T-M (UC) - 10,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-944,D. Pre-Arrival / Post Dispatch Instructions,"(Place your hand on the baby's forehead, your other hand under the baby's neck and shoulders, then slightly tilt the head back.)","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-945,D. Pre-Arrival / Post Dispatch Instructions,"Completely cover the baby's mouth and nose with your mouth, then blow 2 puffs of air into the lungs, about 1 second each, just enough to make the chest rise with each breath.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-946,D. Pre-Arrival / Post Dispatch Instructions,Did you feel the air going in and out?,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-947,D. Pre-Arrival / Post Dispatch Instructions,Listen carefully and I'll tell you how to do chest compressions.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-948,D. Pre-Arrival / Post Dispatch Instructions,(Make sure the baby is flat on her/his back on the floor/ground.),"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-949,D. Pre-Arrival / Post Dispatch Instructions,"Place 2 fingers on the breastbone (in the center of the chest), right between the nipples.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-950,D. Pre-Arrival / Post Dispatch Instructions,Push down about 1 1/2 inches (4 cm) with only your fingers touching the chest.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-951,D. Pre-Arrival / Post Dispatch Instructions,"Pump the chest hard and fast 30 times, at least twice per second.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-952,D. Pre-Arrival / Post Dispatch Instructions,Let the chest come all the way up between pumps.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-953,D. Pre-Arrival / Post Dispatch Instructions,Tell me when you're done.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-954,D. Pre-Arrival / Post Dispatch Instructions,(Previous airway blockage) Check in her/his mouth for an object and remove anything you find.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-955,D. Pre-Arrival / Post Dispatch Instructions,Do you understand me so far?,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-956,D. Pre-Arrival / Post Dispatch Instructions,"With  your hand under her/his neck and shoulders, slightly tilt her/his head back again. Put your mouth over her/his nose and mouth.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-957,D. Pre-Arrival / Post Dispatch Instructions,"Now give 2 more puffs, then pump the chest 30 more times.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-958,D. Pre-Arrival / Post Dispatch Instructions,"Make sure your fingers are on the breastbone (in the center of the chest), right between the nipples.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-959,D. Pre-Arrival / Post Dispatch Instructions,Do you understand?,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-960,D. Pre-Arrival / Post Dispatch Instructions,"From now on, give the baby 2 puffs then 30 pumps, 2 puffs and 30 pumps.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-961,D. Pre-Arrival / Post Dispatch Instructions,Keep doing it until help can take over.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-962,D. Pre-Arrival / Post Dispatch Instructions,(Tell me when they're right with her/him.),"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-963,D. Pre-Arrival / Post Dispatch Instructions,"If anything changes, tell me immediately.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-964,D. Pre-Arrival / Post Dispatch Instructions,Push down about 1 1/2 inches (4 cm) with only your fingers touching the chest.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-965,D. Pre-Arrival / Post Dispatch Instructions,"Pump the chest hard and fast, at least twice per second. Until help can take over.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-966,D. Pre-Arrival / Post Dispatch Instructions,Let the chest come all the way up  between pumps.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-967,D. Pre-Arrival / Post Dispatch Instructions,(Choking) Check in her/his mouth for an object every few minutes. Remove anything you find.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-968,D. Pre-Arrival / Post Dispatch Instructions,Do you understand?,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-969,D. Pre-Arrival / Post Dispatch Instructions,Don’t give up. This will keep her/him going until the paramedics (EMTs) arrive.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-970,D. Pre-Arrival / Post Dispatch Instructions,"(M-T-M) Keep repeating this cycle of 2 puffs then 30 pumps, 2 puffs then 30 pumps.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-971,D. Pre-Arrival / Post Dispatch Instructions,(Refused M-T-M) Just keep doing the compressions.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-972,D. Pre-Arrival / Post Dispatch Instructions,Keep doin it until help can take over.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-973,D. Pre-Arrival / Post Dispatch Instructions,"Tell me when they're right with her/him, or if anything changes.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-974,D. Pre-Arrival / Post Dispatch Instructions,Tilt her/his head back a little more.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-975,D. Pre-Arrival / Post Dispatch Instructions,"Completely cover her/his mouth and nose with your mouth, then blow 2 puffs of air into the lungs, about 1 second each, just enough to make the chest rise with each breath.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-976,D. Pre-Arrival / Post Dispatch Instructions,Did you feel the air going in and out?,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-977,D. Pre-Arrival / Post Dispatch Instructions,(Look at her/him very closely. Tell me exactly what you see and hear her/him doing.),"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-978,D. Pre-Arrival / Post Dispatch Instructions,"Determine now if the patient is breating effectively. If any questions exists, goto Determing AGONAL BREATHING","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-979,D. Pre-Arrival / Post Dispatch Instructions,Turn her/his head to the side and clean out her/his mouth and nose.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-980,D. Pre-Arrival / Post Dispatch Instructions,(It's okay to have a little fluid remaining.),"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-981,D. Pre-Arrival / Post Dispatch Instructions,(You must blow through the remaining fluid.),"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-982,D. Pre-Arrival / Post Dispatch Instructions,"Stay right with her/him, make sure her/his head is slightly tilted back, and check breathing often.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-983,D. Pre-Arrival / Post Dispatch Instructions,"If s/he vomits, turn her/him on her/his side and clean out her/his mouth and nose.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-984,D. Pre-Arrival / Post Dispatch Instructions,I'll stay on the line until help arrives.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-985,D. Pre-Arrival / Post Dispatch Instructions,"Tell me when the paramedics (EMTs) are right with her/him, or if anything changes.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-986,D. Pre-Arrival / Post Dispatch Instructions,"(Read verbatim) Okay, I want you to say ""now"" every single time s/he takes a breath in, starting immediately.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-987,D. Pre-Arrival / Post Dispatch Instructions,>8 sec. interval = AGONAL,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-988,D. Pre-Arrival / Post Dispatch Instructions,A time between breaths of 8 seconds or more is considered INEFFECTIVE BREATHING. Check a maximum of four breaths (three intervals tested).,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-989,D. Pre-Arrival / Post Dispatch Instructions,"Place your hand on the baby's forehead, your other hand under the baby's neck and shoulders, then slightly tilt the head back.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-990,D. Pre-Arrival / Post Dispatch Instructions,"Completely cover the baby's mouth and nose with your mouth, then blow 2 puffs of air into the lungs, about 1 second each, just enough to make the chest rise with each breath.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-991,D. Pre-Arrival / Post Dispatch Instructions,"Okay, now give her/him 1 puff every 3 seconds.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-992,D. Pre-Arrival / Post Dispatch Instructions,"If anything changes, tell me immediately.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-993,D. Pre-Arrival / Post Dispatch Instructions,I'll stay on the line until help arrives.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-994,D. Pre-Arrival / Post Dispatch Instructions,Tell me when the paramedics (EMTs) are right with her/him.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-995,D. Pre-Arrival / Post Dispatch Instructions,"""It's okay, we can do this together.""","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
